Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""912332"", ""Poloha nebytového prostoru"": ""Separate"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""EPC"": ""F - Very uneconomical"", ""Plocha nebytového prostoru"": ""39m²"", ""Location"": ""Centre"", ""Available from"": ""05/06/2025"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 385/ m2""}",True,912332,CZK 385/ m2,Centre,F - Very uneconomical,05/06/2025,,,Very good,,,,,
"{""Listing ID"": ""901937"", ""Poloha rekreačního objektu"": ""Separate"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""397m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""64m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Condition"": ""Very good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 54,531/ m2"", """": ""Basement: 20 m²""}",True,901937,"CZK 54,531/ m2",The quiet part,G - Extremely uneconomical,02/06/2025,64m²,,Very good,,,397m²,,
"{""Listing ID"": ""912334"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""58m²"", ""Location"": ""Residences"", ""Available from"": ""01/07/2025"", ""Floor"": ""6. podlaží z 10"", ""Price per unit"": ""CZK 379/ m2"", """": ""Garage""}",True,912334,CZK 379/ m2,Residences,,01/07/2025,58m²,6. podlaží z 10,New-build,2+kk,,,,
"{""Listing ID"": ""782174"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""CZK 398/ m2"", ""Užitná plocha"": ""44m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/08/2025"", ""Floor"": ""4. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", """": ""Pets are welcome""}",True,782174,CZK 398/ m2,The quiet part,D - Less economical,01/08/2025,44m²,4. podlaží z 5,Good,2+kk,,,,
"{""Listing ID"": ""912336"", ""Plot space"": ""4,437m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 50/ m2"", """": ""MHD 4 minutes on foot""}",True,912336,CZK 50/ m2,Solitude,,,,,Very good,,,"4,437m²",,Field
"{""Listing ID"": ""912338"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""35m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/06/2025"", ""Floor"": ""1. podlaží z 4"", ""Price per unit"": ""CZK 386/ m2"", """": ""MHD 2 minutes on foot""}",True,912338,CZK 386/ m2,The quiet part,,05/06/2025,35m²,1. podlaží z 4,New-build,Studio,,,,
"{""Listing ID"": ""912340"", ""Plot space"": ""1,044m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 47/ m2"", """": ""MHD 6 minutes on foot""}",True,912340,CZK 47/ m2,Solitude,,,,,Very good,,,"1,044m²",,Meadow
"{""Listing ID"": ""912343"", ""Plot space"": ""1,665m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 59/ m2"", """": ""MHD 2 minutes by car""}",True,912343,CZK 59/ m2,Solitude,,,,,Very good,,,"1,665m²",,Meadow
"{""Listing ID"": ""902432"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""CZK 120,833/ m2"", ""Užitná plocha"": ""48m²"", ""Location"": ""The Edge"", ""Available from"": ""05/05/2025"", ""Floor"": ""4. podlaží z 4"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", """": ""Parking""}",True,902432,"CZK 120,833/ m2",The Edge,B - Very economical,05/05/2025,48m²,4. podlaží z 4,Very good,2+kk,,,,
"{""Listing ID"": ""912348"", ""Plot space"": ""10,056m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 50/ m2"", """": ""MHD 2 minutes on foot""}",True,912348,CZK 50/ m2,Solitude,,,,,Very good,,,"10,056m²",,Field
"{""Listing ID"": ""912347"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""117m²"", ""Location"": ""Centre"", ""Available from"": ""15/06/2025"", ""Floor"": ""3. podlaží z 6"", ""Price per unit"": ""CZK 368/ m2"", """": ""Lift""}",True,912347,CZK 368/ m2,Centre,,15/06/2025,117m²,3. podlaží z 6,Very good,3+1,,,,
"{""Listing ID"": ""873814"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/08/2025"", ""Floor"": ""2. podlaží z 4"", ""Price per unit"": ""CZK 471/ m2"", """": ""MHD 4 minutes on foot""}",True,873814,CZK 471/ m2,The quiet part,,01/08/2025,42m²,2. podlaží z 4,Very good,2+kk,,,,
"{""Listing ID"": ""484689"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 500/ m2"", ""Užitná plocha"": ""52m²"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Complete"", """": ""Terrace""}",True,484689,CZK 500/ m2,The quiet part,G - Extremely uneconomical,,52m²,2. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""912354"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""After reconstruction"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""53m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/06/2025"", ""Floor"": ""4. podlaží z 5"", ""Price per unit"": ""CZK 396/ m2"", """": ""Lift""}",True,912354,CZK 396/ m2,The quiet part,,27/06/2025,53m²,4. podlaží z 5,After reconstruction,2 bedroom,,,,
"{""Listing ID"": ""902863"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""46m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 348/ m2"", """": ""MHD 2 minutes on foot""}",True,902863,CZK 348/ m2,The quiet part,,27/06/2025,46m²,Ground floor,New-build,Studio,,,,
"{""Listing ID"": ""806164"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Designe"": ""Luxurious"", ""Užitná plocha"": ""30m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 8"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 683/ m2"", """": ""MHD 2 minutes on foot""}",True,806164,CZK 683/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,30m²,1. podlaží z 8,Very good,Studio,,,,
"{""Listing ID"": ""912356"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 474/ m2"", ""Užitná plocha"": ""57m²"", ""Location"": ""Residences"", ""Available from"": ""05/06/2025"", ""Floor"": ""11. podlaží z 12"", ""EPC"": ""B - Very economical"", """": ""Lift""}",True,912356,CZK 474/ m2,Residences,B - Very economical,05/06/2025,57m²,11. podlaží z 12,New-build,2+kk,,,,
"{""Listing ID"": ""912335"", ""Layout"": ""2+kk"", ""Available from"": ""05/05/2025"", ""Floor"": ""4. podlaží z 4"", ""Age"": ""Up to 10 years"", ""Užitná plocha"": ""43m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 512/ m2"", """": ""Lift""}",True,912335,CZK 512/ m2,,,05/05/2025,43m²,4. podlaží z 4,New-build,2+kk,Up to 10 years,,,
"{""Listing ID"": ""912362"", ""Layout"": ""3+1"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""90m²"", ""Location"": ""Centre"", ""Available from"": ""05/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""CZK 178/ m2""}",True,912362,CZK 178/ m2,Centre,,05/06/2025,90m²,2. podlaží z 3,Very good,3+1,,,,
"{""Listing ID"": ""911220"", ""Layout"": ""2+kk"", ""Available from"": ""01/07/2025"", ""Floor"": ""5. podlaží z 5"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""55m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Price per unit"": ""CZK 364/ m2"", """": ""Lift""}",True,911220,CZK 364/ m2,,C - Economical,01/07/2025,55m²,5. podlaží z 5,After reconstruction,2+kk,,,,
"{""Listing ID"": ""912364"", ""Plot space"": ""5,115m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 2 minutes by car""}",True,912364,CZK 44/ m2,Solitude,,,,,Very good,,,"5,115m²",,Meadow
"{""Listing ID"": ""912366"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""56m²"", ""Location"": ""Residences"", ""Available from"": ""05/06/2025"", ""Floor"": ""7. podlaží z 8"", ""Price per unit"": ""CZK 482/ m2"", """": ""Lift""}",True,912366,CZK 482/ m2,Residences,,05/06/2025,56m²,7. podlaží z 8,New-build,2+kk,,,,
"{""Listing ID"": ""912359"", ""Poloha nemovitosti"": ""In the block"", ""Available from"": ""05/06/2025"", ""Building construction"": ""Skeleton"", ""Price per unit"": ""CZK 227/ m2"", ""Plocha garáže"": ""11m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""EPC"": ""C - Economical""}",True,912359,CZK 227/ m2,,C - Economical,05/06/2025,,,Very good,,,,,
"{""Listing ID"": ""912369"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""63m²"", ""Location"": ""Residences"", ""Available from"": ""05/06/2025"", ""Floor"": ""11. podlaží z 12"", ""Price per unit"": ""CZK 429/ m2"", """": ""Lift""}",True,912369,CZK 429/ m2,Residences,,05/06/2025,63m²,11. podlaží z 12,New-build,2+kk,,,,
"{""Listing ID"": ""912371"", ""Plot space"": ""4,356m²"", ""Price per unit"": ""€0/ m2"", ""Available from"": ""05/06/2025"", ""Plot type"": ""Commercial""}",True,912371,€0/ m2,,,05/06/2025,,,,,,"4,356m²",,Commercial
"{""Listing ID"": ""911269"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""02/06/2025"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Plocha garáže"": ""14m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 61,357/ m2"", """": ""Garage""}",True,911269,"CZK 61,357/ m2",,G - Extremely uneconomical,02/06/2025,,,Very good,,,,,
"{""Listing ID"": ""912373"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""61m²"", ""Location"": ""Residences"", ""Available from"": ""05/06/2025"", ""Floor"": ""12. podlaží z 12"", ""Price per unit"": ""CZK 459/ m2"", """": ""Lift""}",True,912373,CZK 459/ m2,Residences,,05/06/2025,61m²,12. podlaží z 12,New-build,2+kk,,,,
"{""Listing ID"": ""902870"", ""Layout"": ""3+kk"", ""Available from"": ""20/05/2025"", ""Floor"": ""7. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 426/ m2"", ""Užitná plocha"": ""68m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 3 minutes on foot""}",True,902870,CZK 426/ m2,,G - Extremely uneconomical,20/05/2025,68m²,7. podlaží,After reconstruction,3+kk,,,,
"{""Listing ID"": ""902868"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""06/05/2025"", ""Building construction"": ""Prefab concrete"", ""Plocha garáže"": ""12m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Price per unit"": ""CZK 250/ m2"", """": ""Garage""}",True,902868,CZK 250/ m2,,,06/05/2025,,,New-build,,,,,
"{""Listing ID"": ""458666"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Užitná plocha"": ""66m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/09/2025"", ""Ownership"": ""Cooperative"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""CZK 273/ m2"", """": ""MHD 2 minutes on foot""}",True,458666,CZK 273/ m2,The quiet part,D - Less economical,15/09/2025,66m²,1. podlaží,,2 bedroom,,,,
"{""Listing ID"": ""908903"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""74m²"", ""Location"": ""Centre"", ""Available from"": ""01/06/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 227/ m2"", """": ""Garage""}",True,908903,CZK 227/ m2,Centre,C - Economical,01/06/2025,74m²,3. podlaží z 3,Very good,3+kk,,,,
"{""Listing ID"": ""902875"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""44m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""6. podlaží z 7"", ""Price per unit"": ""CZK 636/ m2"", """": ""Garage""}",True,902875,CZK 636/ m2,Centre,,01/07/2025,44m²,6. podlaží z 7,New-build,2+kk,,,,
"{""Listing ID"": ""912377"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 80,946/ m2"", ""Užitná plocha"": ""74m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Brick"", ""Age"": ""30 - 50 years"", ""Designe"": ""Standard"", """": ""Basement: 2 m²""}",True,912377,"CZK 80,946/ m2",The quiet part,G - Extremely uneconomical,05/06/2025,74m²,2. podlaží z 3,Good,3+1,30 - 50 years,,,
"{""Listing ID"": ""912382"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Skeleton"", ""Price per unit"": ""CZK 424/ m2"", ""Užitná plocha"": ""46m²"", ""Location"": ""The quiet part"", ""Available from"": ""20/06/2025"", ""Floor"": ""3. podlaží z 6"", ""EPC"": ""G - Extremely uneconomical"", """": ""Parking""}",True,912382,CZK 424/ m2,The quiet part,G - Extremely uneconomical,20/06/2025,46m²,3. podlaží z 6,Very good,2+kk,,,,
"{""Listing ID"": ""902881"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""45m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""6. podlaží z 7"", ""Price per unit"": ""CZK 622/ m2"", """": ""Garage""}",True,902881,CZK 622/ m2,Centre,,01/07/2025,45m²,6. podlaží z 7,New-build,2+kk,,,,
"{""Listing ID"": ""877390"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 367/ m2"", ""Užitná plocha"": ""30m²"", ""Location"": ""The Edge"", ""Available from"": ""08/01/2025"", ""Floor"": ""5. podlaží z 7"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", """": ""Lift""}",True,877390,CZK 367/ m2,The Edge,B - Very economical,08/01/2025,30m²,5. podlaží z 7,Very good,Studio,Up to 10 years,,,
"{""Listing ID"": ""902884"", ""Layout"": ""Studio"", ""Available from"": ""06/05/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 615/ m2"", ""Užitná plocha"": ""26m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,902884,CZK 615/ m2,,G - Extremely uneconomical,06/05/2025,26m²,3. podlaží,After reconstruction,Studio,,,,
"{""Listing ID"": ""902886"", ""Layout"": ""3+kk"", ""Available from"": ""15/06/2025"", ""Floor"": ""5. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 432/ m2"", ""Užitná plocha"": ""89m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,902886,CZK 432/ m2,,C - Economical,15/06/2025,89m²,5. podlaží,New-build,3+kk,,,,
"{""Listing ID"": ""869899"", ""Plot space"": ""2,308m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 236/ m2"", """": ""MHD 3 minutes on foot""}",True,869899,CZK 236/ m2,The quiet part,,,,,Very good,,,"2,308m²",,Field
"{""Listing ID"": ""912384"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""96m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 396/ m2"", """": ""Front garden 170 m²""}",True,912384,CZK 396/ m2,The quiet part,,01/07/2025,96m²,Ground floor,Very good,4+kk,,,,
"{""Listing ID"": ""724261"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 632/ m2"", ""Užitná plocha"": ""38m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 5"", ""EPC"": ""G - Extremely uneconomical"", """": ""MHD 2 minutes on foot""}",True,724261,CZK 632/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,38m²,3. podlaží z 5,Very good,2+kk,,,,
"{""Listing ID"": ""912387"", ""Poloha nemovitosti"": ""In the block"", ""Available from"": ""05/06/2025"", ""Building construction"": ""Brick"", ""Plocha garáže"": ""12m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 141/ m2"", """": ""Garage""}",True,912387,CZK 141/ m2,,,05/06/2025,,,Very good,,,,,
"{""Listing ID"": ""830689"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 453/ m2"", ""Užitná plocha"": ""42m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""1. podlaží"", """": ""MHD 2 minutes on foot""}",True,830689,CZK 453/ m2,The quiet part,,08/06/2025,42m²,1. podlaží,,,,,,
"{""Listing ID"": ""830690"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 515/ m2"", ""Užitná plocha"": ""47m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", """": ""MHD 2 minutes on foot""}",True,830690,CZK 515/ m2,The quiet part,,08/06/2025,47m²,3. podlaží,,,,,,
"{""Listing ID"": ""830691"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 503/ m2"", ""Užitná plocha"": ""55m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", """": ""MHD 2 minutes on foot""}",True,830691,CZK 503/ m2,The quiet part,,08/06/2025,55m²,3. podlaží,,,,,,
"{""Listing ID"": ""830692"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 527/ m2"", ""Užitná plocha"": ""59m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""5. podlaží"", """": ""MHD 2 minutes on foot""}",True,830692,CZK 527/ m2,The quiet part,,08/06/2025,59m²,5. podlaží,,,,,,
"{""Listing ID"": ""830693"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 411/ m2"", ""Užitná plocha"": ""61m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""6. podlaží"", """": ""MHD 2 minutes on foot""}",True,830693,CZK 411/ m2,The quiet part,,08/06/2025,61m²,6. podlaží,,,,,,
"{""Listing ID"": ""830694"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 432/ m2"", ""Užitná plocha"": ""48m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží"", """": ""MHD 2 minutes on foot""}",True,830694,CZK 432/ m2,The quiet part,,08/06/2025,48m²,4. podlaží,,,,,,
"{""Listing ID"": ""830695"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 456/ m2"", ""Užitná plocha"": ""55m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", """": ""MHD 2 minutes on foot""}",True,830695,CZK 456/ m2,The quiet part,,08/06/2025,55m²,2. podlaží,,,,,,
"{""Listing ID"": ""830696"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 566/ m2"", ""Užitná plocha"": ""55m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", """": ""MHD 2 minutes on foot""}",True,830696,CZK 566/ m2,The quiet part,,08/06/2025,55m²,3. podlaží,,,,,,
"{""Listing ID"": ""830687"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 504/ m2"", ""Užitná plocha"": ""54m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", """": ""MHD 2 minutes on foot""}",True,830687,CZK 504/ m2,The quiet part,,08/06/2025,54m²,2. podlaží,,,,,,
"{""Listing ID"": ""830686"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 354/ m2"", ""Užitná plocha"": ""58m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", """": ""MHD 2 minutes on foot""}",True,830686,CZK 354/ m2,The quiet part,,08/06/2025,58m²,2. podlaží,,,,,,
"{""Listing ID"": ""830688"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 333/ m2"", ""Užitná plocha"": ""65m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží"", """": ""MHD 2 minutes on foot""}",True,830688,CZK 333/ m2,The quiet part,,08/06/2025,65m²,4. podlaží,,,,,,
"{""Listing ID"": ""830722"", ""Location"": ""The quiet part"", ""Available from"": ""15/06/2025"", ""Price per unit"": ""CZK 1,470/ m2"", ""Užitná plocha"": ""50m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží"", """": ""Garage""}",True,830722,"CZK 1,470/ m2",The quiet part,,15/06/2025,50m²,4. podlaží,,,,,,
"{""Listing ID"": ""186867"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Age"": ""10 to 30 years"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 87/ m2"", ""Užitná plocha"": ""65m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""Garage""}",True,186867,CZK 87/ m2,The quiet part,,01/07/2025,65m²,1. podlaží z 5,Very good,2 bedroom,10 to 30 years,,,
"{""Listing ID"": ""902889"", ""Layout"": ""2+kk"", ""Available from"": ""30/07/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 383/ m2"", ""Užitná plocha"": ""60m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 2 minutes on foot""}",True,902889,CZK 383/ m2,,G - Extremely uneconomical,30/07/2025,60m²,3. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""564789"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Plot space"": ""1,355m²"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""115m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 304/ m2"", """": ""MHD 5 minutes on foot""}",True,564789,CZK 304/ m2,The quiet part,,01/07/2025,115m²,Ground floor,Very good,3+1,,"1,355m²",,
"{""Listing ID"": ""620574"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Designe"": ""Standard"", ""Užitná plocha"": ""53m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""30 - 50 years"", ""Price per unit"": ""CZK 142/ m2"", """": ""MHD 2 minutes on foot""}",True,620574,CZK 142/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,53m²,2. podlaží,Very good,2 bedroom,30 - 50 years,,,
"{""Listing ID"": ""799322"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 259/ m2"", ""Užitná plocha"": ""81m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 5"", ""EPC"": ""G - Extremely uneconomical"", """": ""MHD 5 minutes on foot""}",True,799322,CZK 259/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,81m²,1. podlaží z 5,Good,3+kk,,,,
