Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""912391"", ""Plot space"": ""19,849m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 4 minutes by car""}",True,912391,CZK 45/ m2,Solitude,,,,,Very good,,,"19,849m²",,Field
"{""Listing ID"": ""289774"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 214/ m2"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/09/2025"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Complete"", """": ""MHD 10 minutes on foot""}",True,289774,CZK 214/ m2,The quiet part,C - Economical,01/09/2025,42m²,2. podlaží,,2+kk,,,,
"{""Listing ID"": ""912392"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""01/09/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 800/ m2"", ""Plocha nebytového prostoru"": ""20m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""In the reconstruction"", ""EPC"": ""C - Economical"", """": ""Garage""}",True,912392,CZK 800/ m2,,C - Economical,01/09/2025,,,In the reconstruction,,,,,
"{""Listing ID"": ""447819"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Užitná plocha"": ""84m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""CZK 236/ m2"", """": ""MHD 1 minute on foot""}",True,447819,CZK 236/ m2,The quiet part,B - Very economical,01/07/2025,84m²,3. podlaží,,2+kk,Up to 10 years,,,
"{""Listing ID"": ""577001"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Gas boiler"", ""Designe"": ""Standard"", ""Užitná plocha"": ""126m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 4"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 91/ m2"", """": ""MHD 2 minutes on foot""}",True,577001,CZK 91/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,126m²,4. podlaží z 4,Very good,4+kk,10 to 30 years,,,
"{""Listing ID"": ""912396"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""55m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 5"", ""Price per unit"": ""CZK 436/ m2"", """": ""Lift""}",True,912396,CZK 436/ m2,Centre,,01/07/2025,55m²,3. podlaží z 5,Very good,2+kk,,,,
"{""Listing ID"": ""830749"", ""Location"": ""The quiet part"", ""Available from"": ""17/06/2025"", ""Price per unit"": ""CZK 1,709/ m2"", ""Užitná plocha"": ""43m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""6. podlaží"", """": ""MHD 1 minute on foot""}",True,830749,"CZK 1,709/ m2",The quiet part,,17/06/2025,43m²,6. podlaží,,,,,,
"{""Listing ID"": ""830754"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Price per unit"": ""CZK 951/ m2"", ""Užitná plocha"": ""80m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""6. podlaží"", """": ""MHD 1 minute on foot""}",True,830754,CZK 951/ m2,The quiet part,,01/07/2025,80m²,6. podlaží,,,,,,
"{""Listing ID"": ""830756"", ""Location"": ""The quiet part"", ""Available from"": ""19/06/2025"", ""Price per unit"": ""CZK 920/ m2"", ""Užitná plocha"": ""125m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""6. podlaží"", """": ""MHD 3 minutes on foot""}",True,830756,CZK 920/ m2,The quiet part,,19/06/2025,125m²,6. podlaží,,,,,,
"{""Listing ID"": ""653954"", ""Layout"": ""Small studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 310/ m2"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/06/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Designe"": ""Standard"", """": ""Parking""}",True,653954,CZK 310/ m2,The quiet part,C - Economical,15/06/2025,50m²,1. podlaží,New-build,Small studio,Up to 10 years,,,
"{""Listing ID"": ""912397"", ""Layout"": ""2 bedroom"", ""Available from"": ""11/07/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 407/ m2"", ""Užitná plocha"": ""59m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 3 minutes on foot""}",True,912397,CZK 407/ m2,,B - Very economical,11/07/2025,59m²,1. podlaží,Very good,2 bedroom,,,,
"{""Listing ID"": ""590026"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 440/ m2""}",True,590026,CZK 440/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,50m²,4. podlaží z 5,Very good,1 bedroom,,,,
"{""Listing ID"": ""619365"", ""Layout"": ""4+1"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""420m²"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Reconstruction"": ""Interior"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 263/ m2"", ""Užitná plocha"": ""190m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/08/2025"", ""Condition"": ""Very good"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Electric boiler"", ""Designe"": ""Standard"", ""Sewage"": ""Public sewage"", """": ""Garage""}",True,619365,CZK 263/ m2,The quiet part,G - Extremely uneconomical,01/08/2025,190m²,,Very good,4+1,10 to 30 years,420m²,,
"{""Listing ID"": ""799606"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 362/ m2"", ""Užitná plocha"": ""47m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/04/2025"", ""Floor"": ""2. podlaží z 2"", ""EPC"": ""G - Extremely uneconomical"", """": ""MHD 2 minutes on foot""}",True,799606,CZK 362/ m2,The quiet part,G - Extremely uneconomical,01/04/2025,47m²,2. podlaží z 2,Very good,2+kk,,,,
"{""Listing ID"": ""912401"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""40m²"", ""Location"": ""Centre"", ""Available from"": ""05/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 325/ m2"", """": ""Parking""}",True,912401,CZK 325/ m2,Centre,,05/06/2025,40m²,Ground floor,New-build,2 bedroom,,,,
"{""Listing ID"": ""877196"", ""Location"": ""The quiet part"", ""Available from"": ""15/06/2025"", ""Price per unit"": ""CZK 1,297/ m2"", ""Užitná plocha"": ""20m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""1. podlaží"", """": ""MHD 2 minutes on foot""}",True,877196,"CZK 1,297/ m2",The quiet part,,15/06/2025,20m²,1. podlaží,,,,,,
"{""Listing ID"": ""912400"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""85m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""CZK 318/ m2"", """": ""Front garden 300 m²""}",True,912400,CZK 318/ m2,The quiet part,,01/07/2025,85m²,2. podlaží z 3,Good,3+kk,,,,
"{""Listing ID"": ""902905"", ""Plot space"": ""805m²"", ""Plot type"": ""Building"", ""Available from"": ""06/05/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 1,490/ m2""}",True,902905,"CZK 1,490/ m2",,,06/05/2025,,,,,,805m²,,Building
"{""Listing ID"": ""746903"", ""Layout"": ""4+kk"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Condition"": ""Very good"", ""EPC"": ""B - Very economical"", ""Heating"": ""Gas boiler"", ""Užitná plocha"": ""105m²"", ""Poloha domu"": ""Corner"", ""Fully furnished"": ""Partly"", ""Plot space"": ""307m²"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 123,714/ m2"", """": ""MHD 7 minutes on foot""}",True,746903,"CZK 123,714/ m2",The quiet part,B - Very economical,01/05/2025,105m²,,Very good,4+kk,Up to 10 years,307m²,,
"{""Listing ID"": ""609627"", ""Layout"": ""1 bedroom"", ""Available from"": ""01/08/2025"", ""Floor"": ""1. podlaží z 4"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 588/ m2"", ""Užitná plocha"": ""34m²"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", """": ""MHD 5 minutes on foot""}",True,609627,CZK 588/ m2,The quiet part,G - Extremely uneconomical,01/08/2025,34m²,1. podlaží z 4,Very good,1 bedroom,,,,
"{""Listing ID"": ""781526"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""69m²"", ""Location"": ""The quiet part"", ""Available from"": ""10/05/2023"", ""Floor"": ""5. podlaží z 8"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 104,348/ m2"", """": ""Lift""}",True,781526,"CZK 104,348/ m2",The quiet part,B - Very economical,10/05/2023,69m²,5. podlaží z 8,Very good,4+kk,,,,
"{""Listing ID"": ""805541"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Price per unit"": ""CZK 385/ m2"", ""Užitná plocha"": ""65m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Mixed"", ""Age"": ""Up to 10 years"", """": ""Pets are welcome""}",True,805541,CZK 385/ m2,The quiet part,C - Economical,15/06/2025,65m²,2. podlaží z 3,New-build,2+kk,Up to 10 years,,,
"{""Listing ID"": ""902910"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""After reconstruction"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""72m²"", ""Location"": ""Centre"", ""Available from"": ""06/05/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 233/ m2""}",True,902910,CZK 233/ m2,Centre,,06/05/2025,72m²,Ground floor,After reconstruction,2 bedroom,,,,
"{""Listing ID"": ""837204"", ""Location"": ""The quiet part"", ""Price per unit"": ""CZK 167/ m2"", ""Plocha garáže"": ""12m²"", ""Available from"": ""11/06/2025""}",True,837204,CZK 167/ m2,The quiet part,,11/06/2025,,,,,,,,
"{""Listing ID"": ""912409"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""12m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 500/ m2""}",True,912409,CZK 500/ m2,The quiet part,,05/06/2025,12m²,Ground floor,Very good,Studio,,,,
"{""Listing ID"": ""911318"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Price per unit"": ""CZK 78,125/ m2"", ""Užitná plocha"": ""96m²"", ""Location"": ""The quiet part"", ""Available from"": ""31/07/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", """": ""Garage""}",True,911318,"CZK 78,125/ m2",The quiet part,C - Economical,31/07/2025,96m²,2. podlaží z 2,Very good,3+1,,,,
"{""Listing ID"": ""877204"", ""Available from"": ""06/01/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""€15/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""3,057m²"", ""Plot type"": ""Building""}",True,877204,€15/ m2,The quiet part,,06/01/2025,,,,,,"3,057m²",,Building
"{""Listing ID"": ""826871"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 347/ m2"", ""Užitná plocha"": ""36m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/04/2024"", ""Floor"": ""5. podlaží z 6"", ""EPC"": ""B - Very economical"", """": ""MHD 4 minutes on foot""}",True,826871,CZK 347/ m2,The quiet part,B - Very economical,01/04/2024,36m²,5. podlaží z 6,New-build,Studio,,,,
"{""Listing ID"": ""892205"", ""Plot space"": ""819m²"", ""Plot type"": ""Building"", ""Available from"": ""06/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 2,320/ m2"", """": ""MHD 4 minutes on foot""}",True,892205,"CZK 2,320/ m2",,,06/04/2025,,,,,,819m²,,Building
"{""Listing ID"": ""902439"", ""Layout"": ""Studio"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 165,483/ m2"", ""Užitná plocha"": ""29m²"", ""Location"": ""Residences"", ""Available from"": ""05/05/2025"", ""Floor"": ""18. podlaží z 20"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""Lift""}",True,902439,"CZK 165,483/ m2",Residences,B - Very economical,05/05/2025,29m²,18. podlaží z 20,Very good,Studio,,,,
"{""Listing ID"": ""883496"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""71m²"", ""Location"": ""Centre"", ""Available from"": ""04/03/2025"", ""Floor"": ""5. podlaží z 7"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 187,183/ m2"", """": ""Lift""}",True,883496,"CZK 187,183/ m2",Centre,G - Extremely uneconomical,04/03/2025,71m²,5. podlaží z 7,Very good,2+kk,,,,
"{""Listing ID"": ""912408"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""90m²"", ""Location"": ""Centre"", ""Available from"": ""05/06/2025"", ""Floor"": ""3. podlaží z 5"", ""Price per unit"": ""CZK 333/ m2"", """": ""Lift""}",True,912408,CZK 333/ m2,Centre,,05/06/2025,90m²,3. podlaží z 5,Very good,3+kk,,,,
"{""Listing ID"": ""881770"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Exterior"", ""Price per unit"": ""CZK 136,792/ m2"", ""Užitná plocha"": ""53m²"", ""Location"": ""The quiet part"", ""Available from"": ""03/03/2025"", ""Floor"": ""2. podlaží z 6"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""Lift""}",True,881770,"CZK 136,792/ m2",The quiet part,C - Economical,03/03/2025,53m²,2. podlaží z 6,Good,2 bedroom,,,,
"{""Listing ID"": ""467127"", ""Layout"": ""Small studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 537/ m2"", ""Užitná plocha"": ""27m²"", ""Location"": ""The quiet part"", ""Available from"": ""17/03/2025"", ""Floor"": ""5. podlaží z 12"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Distance"", ""Designe"": ""Standard"", """": ""MHD 3 minutes on foot""}",True,467127,CZK 537/ m2,The quiet part,C - Economical,17/03/2025,27m²,5. podlaží z 12,Very good,Small studio,,,,
"{""Listing ID"": ""843159"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""43m²"", ""Location"": ""Centre"", ""Available from"": ""01/08/2024"", ""Floor"": ""1. podlaží z 7"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 547/ m2"", """": ""Lift""}",True,843159,CZK 547/ m2,Centre,E - Wasteful,01/08/2024,43m²,1. podlaží z 7,Very good,2+kk,,,,
"{""Listing ID"": ""901971"", ""Plot space"": ""2,800m²"", ""Plot type"": ""Other"", ""Available from"": ""03/05/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 2,143/ m2""}",True,901971,"CZK 2,143/ m2",,,03/05/2025,,,,,,"2,800m²",,Other
"{""Listing ID"": ""912414"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""49m²"", ""Location"": ""The quiet part"", ""Available from"": ""06/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 347/ m2"", """": ""Parking""}",True,912414,CZK 347/ m2,The quiet part,,06/06/2025,49m²,Ground floor,Very good,2+kk,,,,
"{""Listing ID"": ""912418"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""69m²"", ""Location"": ""Residences"", ""Available from"": ""05/06/2025"", ""Floor"": ""5. podlaží z 8"", ""Price per unit"": ""CZK 348/ m2"", """": ""MHD 3 minutes on foot""}",True,912418,CZK 348/ m2,Residences,,05/06/2025,69m²,5. podlaží z 8,Good,3+kk,,,,
"{""Listing ID"": ""858387"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 261/ m2"", ""Užitná plocha"": ""46m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Designe"": ""Standard"", """": ""Parking""}",True,858387,CZK 261/ m2,The quiet part,C - Economical,01/06/2025,46m²,1. podlaží z 2,Very good,2 bedroom,,,,
"{""Listing ID"": ""901991"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""49m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 4"", ""Price per unit"": ""CZK 286/ m2"", """": ""Parking""}",True,901991,CZK 286/ m2,The quiet part,,01/07/2025,49m²,4. podlaží z 4,New-build,2+kk,,,,
