Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""908766"", ""Layout"": ""2 bedroom"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""65m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€3,000/ m2"", """": ""Garage""}",True,908766.0,"€3,000/ m2",2. podlaží z 2,After reconstruction,,,65m²,2 bedroom,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""908767"", ""Layout"": ""3+1"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""90m²"", ""Available from"": ""01/07/2025"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€11/ m2"", """": ""Parking""}",True,908767.0,€11/ m2,,New-build,,01/07/2025,90m²,3+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""908768"", ""Layout"": ""3+kk"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""84m²"", ""Condition"": ""Good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€6,012/ m2"", """": ""MHD 3 minutes on foot""}",True,908768.0,"€6,012/ m2",2. podlaží z 2,Good,,,84m²,3+kk,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908769"", ""Available from"": ""04/06/2025"", ""EPC"": ""B - Very economical"", ""Total floors"": ""4"", ""Užitná plocha"": ""438m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,797/ m2"", """": ""MHD 3 minutes on foot""}",True,908769.0,"€2,797/ m2",,After reconstruction,,04/06/2025,438m²,,B - Very economical,,,Over 50 years,4.0
"{""Listing ID"": ""908770"", ""Layout"": ""4+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""68m²"", ""Plot space"": ""600m²"", ""Price per unit"": ""€2,191/ m2"", """": ""Parking""}",True,908770.0,"€2,191/ m2",,,,,68m²,4+1,,600m²,,Over 50 years,
"{""Listing ID"": ""908771"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""73m²"", ""Available from"": ""15/07/2025"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€15/ m2"", """": ""Cellar""}",True,908771.0,€15/ m2,,After reconstruction,,15/07/2025,73m²,3+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908772"", ""Layout"": ""3+1"", ""Condition"": ""Before reconstruction"", ""Užitná plocha"": ""105m²"", ""Plot space"": ""777m²"", ""Price per unit"": ""€1,286/ m2"", """": ""MHD 2 minutes on foot""}",True,908772.0,"€1,286/ m2",,Before reconstruction,,,105m²,3+1,,777m²,,,
"{""Listing ID"": ""908773"", ""Price per unit"": ""€1/ m2"", ""Plocha kanceláře"": ""100m²"", """": ""MHD 2 minutes on foot""}",True,908773.0,€1/ m2,,,,,,,,,,,
"{""Listing ID"": ""908775"", ""Layout"": ""5+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,980/ m2"", ""Užitná plocha"": ""197m²"", ""Plot space"": ""739m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", """": ""Garage""}",True,908775.0,"€6,980/ m2",,After reconstruction,,,197m²,5+1,D - Less economical,739m²,,Over 50 years,2.0
"{""Listing ID"": ""908777"", ""Price per unit"": ""€200/ m2"", ""Plot space"": ""300m²"", """": ""MHD 2 minutes on foot""}",True,908777.0,€200/ m2,,,,,,,,300m²,,,
"{""Listing ID"": ""908778"", ""Layout"": ""6+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,831/ m2"", ""Užitná plocha"": ""130m²"", ""Plot space"": ""252m²"", ""EPC"": ""C - Economical"", ""Total floors"": ""3"", """": ""Garage""}",True,908778.0,"€3,831/ m2",,After reconstruction,,,130m²,6+1,C - Economical,252m²,,Over 50 years,3.0
"{""Listing ID"": ""908779"", ""Layout"": ""3+1"", ""Floor"": ""3. podlaží z 8"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""86m²"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€4,291/ m2"", """": ""Garage""}",True,908779.0,"€4,291/ m2",3. podlaží z 8,Good,,,86m²,3+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908780"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""84m²"", ""Available from"": ""04/06/2025"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€12/ m2"", """": ""MHD 1 minute on foot""}",True,908780.0,€12/ m2,,After reconstruction,,04/06/2025,84m²,3+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908781"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""36m²"", ""Available from"": ""04/06/2025"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€28/ m2"", """": ""Cellar""}",True,908781.0,€28/ m2,,Very good,,04/06/2025,36m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908782"", ""Layout"": ""4+kk"", ""Condition"": ""After reconstruction"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""107m²"", ""Available from"": ""01/09/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,908782.0,€14/ m2,1. podlaží z 2,After reconstruction,,01/09/2025,107m²,4+kk,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""908783"", ""Layout"": ""1 bedroom"", ""Condition"": ""Very good"", ""Price per unit"": ""€40/ m2"", ""Užitná plocha"": ""24m²"", ""Available from"": ""01/08/2025"", ""Floor"": ""2. podlaží"", """": ""MHD 1 minute on foot""}",True,908783.0,€40/ m2,2. podlaží,Very good,,01/08/2025,24m²,1 bedroom,,,,,
"{""Listing ID"": ""908118"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""38m²"", ""Location"": ""The quiet part"", ""Available from"": ""16/06/2025"", ""Floor"": ""5. podlaží z 6"", ""Price per unit"": ""CZK 524/ m2"", """": ""Wheelchair accessible""}",True,908118.0,CZK 524/ m2,5. podlaží z 6,New-build,The quiet part,16/06/2025,38m²,Studio,,,,,
"{""Listing ID"": ""908784"", ""Layout"": ""4+kk"", ""Plot space"": ""845m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""1"", ""Užitná plocha"": ""99m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,313/ m2"", """": ""MHD 4 minutes on foot""}",True,908784.0,"€1,313/ m2",,Before reconstruction,,03/06/2025,99m²,4+kk,E - Wasteful,845m²,,Over 50 years,1.0
"{""Listing ID"": ""908785"", ""Condition"": ""Good"", ""Price per unit"": ""€∞/ m2"", ""Available from"": ""01/06/2025"", ""Age"": ""Over 50 years"", """": ""MHD 6 minutes on foot""}",True,908785.0,€∞/ m2,,Good,,01/06/2025,,,,,,Over 50 years,
"{""Listing ID"": ""908786"", ""Layout"": ""2 bedroom"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""75m²"", ""Plot space"": ""577m²"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€6,653/ m2"", """": ""MHD 8 minutes on foot""}",True,908786.0,"€6,653/ m2",,Good,,,75m²,2 bedroom,D - Less economical,577m²,,Over 50 years,
"{""Listing ID"": ""908787"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""99m²"", ""Available from"": ""04/06/2025"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€5,495/ m2"", """": ""Cellar""}",True,908787.0,"€5,495/ m2",,After reconstruction,,04/06/2025,99m²,4+1,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""908789"", ""Layout"": ""1 bedroom"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""44m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€4,205/ m2"", """": ""Garage""}",True,908789.0,"€4,205/ m2",1. podlaží,Good,,04/06/2025,44m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""908792"", ""Layout"": ""7+1"", ""Plot space"": ""528m²"", ""Total floors"": ""3"", ""Užitná plocha"": ""150m²"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,300/ m2"", """": ""MHD 5 minutes on foot""}",True,908792.0,"€6,300/ m2",,,,04/06/2025,150m²,7+1,,528m²,,Over 50 years,3.0
"{""Listing ID"": ""908793"", ""Layout"": ""6+1"", ""Plot space"": ""237m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,980/ m2"", ""Užitná plocha"": ""151m²"", ""Available from"": ""04/06/2025"", ""Condition"": ""Very good"", ""Total floors"": ""3"", """": ""Cellar""}",True,908793.0,"€1,980/ m2",,Very good,,04/06/2025,151m²,6+1,,237m²,,Over 50 years,3.0
"{""Listing ID"": ""908795"", ""Layout"": ""7+1"", ""Plot space"": ""402m²"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€3,285/ m2"", ""Užitná plocha"": ""207m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,908795.0,"€3,285/ m2",,After reconstruction,,03/06/2025,207m²,7+1,D - Less economical,402m²,,Over 50 years,
"{""Listing ID"": ""908796"", ""Layout"": ""7+1"", ""Plot space"": ""402m²"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€3,285/ m2"", ""Užitná plocha"": ""207m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,908796.0,"€3,285/ m2",,After reconstruction,,03/06/2025,207m²,7+1,D - Less economical,402m²,,Over 50 years,
"{""Listing ID"": ""908797"", ""Layout"": ""3+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""75m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€12/ m2"", """": ""Parking""}",True,908797.0,€12/ m2,,After reconstruction,,,75m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""908798"", ""Layout"": ""3+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""95m²"", ""Available from"": ""01/07/2026"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€5,526/ m2"", """": ""MHD 3 minutes on foot""}",True,908798.0,"€5,526/ m2",,Very good,,01/07/2026,95m²,3+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""908799"", ""Layout"": ""5+kk"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""150m²"", ""Condition"": ""Very good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€9,793/ m2"", """": ""Lift""}",True,908799.0,"€9,793/ m2",1. podlaží z 2,Very good,,,150m²,5+kk,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908800"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží"", ""Price per unit"": ""€2,000/ m2"", ""Užitná plocha"": ""80m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", """": ""MHD 9 minutes on foot""}",True,908800.0,"€2,000/ m2",2. podlaží,Very good,,,80m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""908801"", ""Layout"": ""2+kk"", ""Floor"": ""4. podlaží z 5"", ""Price per unit"": ""€13,933/ m2"", ""Užitná plocha"": ""75m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,908801.0,"€13,933/ m2",4. podlaží z 5,After reconstruction,,,75m²,2+kk,,,,Over 50 years,
"{""Listing ID"": ""908802"", ""Layout"": ""3+1"", ""Condition"": ""Very good"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€5,000/ m2"", ""Užitná plocha"": ""79m²"", ""Available from"": ""01/11/2025"", ""Floor"": ""1. podlaží"", ""Age"": ""Over 50 years"", """": ""MHD 0 minutes on foot""}",True,908802.0,"€5,000/ m2",1. podlaží,Very good,,01/11/2025,79m²,3+1,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""908803"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""53m²"", ""Available from"": ""04/06/2025"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€5,642/ m2"", """": ""MHD 3 minutes on foot""}",True,908803.0,"€5,642/ m2",,After reconstruction,,04/06/2025,53m²,2 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""908804"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""65m²"", ""Available from"": ""01/06/2025"", ""Floor"": ""3. podlaží z 3"", ""Price per unit"": ""€12/ m2"", """": ""MHD 2 minutes on foot""}",True,908804.0,€12/ m2,3. podlaží z 3,After reconstruction,,01/06/2025,65m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""908805"", ""Condition"": ""Before reconstruction"", ""Total floors"": ""2"", ""Užitná plocha"": ""385m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,351/ m2"", """": ""MHD 2 minutes on foot""}",True,908805.0,"€3,351/ m2",,Before reconstruction,,,385m²,,,,,Over 50 years,2.0
"{""Listing ID"": ""908806"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""58m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""Floors not specified"", ""Price per unit"": ""€13/ m2"", """": ""MHD 1 minute on foot""}",True,908806.0,€13/ m2,Floors not specified,After reconstruction,,04/06/2025,58m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""908807"", ""Layout"": ""7+1"", ""Condition"": ""Good"", ""Total floors"": ""2"", ""Užitná plocha"": ""207m²"", ""Plot space"": ""644m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,802/ m2"", """": ""MHD 3 minutes on foot""}",True,908807.0,"€2,802/ m2",,Good,,,207m²,7+1,,644m²,,Over 50 years,2.0
"{""Listing ID"": ""908808"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""44m²"", ""Available from"": ""04/06/2025"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€5,659/ m2"", """": ""Cellar""}",True,908808.0,"€5,659/ m2",,After reconstruction,,04/06/2025,44m²,2 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""908810"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€3,202/ m2"", ""Užitná plocha"": ""53m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,908810.0,"€3,202/ m2",2. podlaží z 3,After reconstruction,,03/06/2025,53m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908811"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""78m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€13/ m2"", """": ""MHD 2 minutes on foot""}",True,908811.0,€13/ m2,1. podlaží,Good,,01/07/2025,78m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""908812"", ""Plot space"": ""9,241m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,648/ m2"", ""Užitná plocha"": ""270m²"", ""Condition"": ""Very good"", ""Total floors"": ""3"", """": ""MHD 1 minute on foot""}",True,908812.0,"€6,648/ m2",,Very good,,,270m²,,,"9,241m²",,Over 50 years,3.0
"{""Listing ID"": ""908814"", ""Layout"": ""6+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,266/ m2"", ""Užitná plocha"": ""169m²"", ""Plot space"": ""205m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""3"", """": ""MHD 3 minutes on foot""}",True,908814.0,"€5,266/ m2",,Very good,,,169m²,6+1,A - Extremely economical,205m²,,Over 50 years,3.0
"{""Listing ID"": ""908815"", ""Layout"": ""2 bedroom"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€3,463/ m2"", ""Užitná plocha"": ""54m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 0 minutes on foot""}",True,908815.0,"€3,463/ m2",,After reconstruction,,,54m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908816"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""120m²"", ""Available from"": ""01/08/2025"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""€12/ m2"", """": ""Garage""}",True,908816.0,€12/ m2,,After reconstruction,,01/08/2025,120m²,4+1,G - Extremely uneconomical,,,Over 50 years,
"{""Listing ID"": ""908817"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""116m²"", ""Plot space"": ""438m²"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€1,983/ m2"", """": ""MHD 2 minutes on foot""}",True,908817.0,"€1,983/ m2",,Good,,,116m²,5+1,A - Extremely economical,438m²,,Over 50 years,
"{""Listing ID"": ""908818"", ""Layout"": ""5+1"", ""Condition"": ""Before reconstruction"", ""Užitná plocha"": ""105m²"", ""Plot space"": ""140m²"", ""Price per unit"": ""€3,686/ m2"", """": ""MHD 1 minute on foot""}",True,908818.0,"€3,686/ m2",,Before reconstruction,,,105m²,5+1,,140m²,,,
"{""Listing ID"": ""908819"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€5,051/ m2"", ""Užitná plocha"": ""59m²"", ""Available from"": ""01/06/2025"", ""Floor"": ""1. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,908819.0,"€5,051/ m2",1. podlaží z 3,After reconstruction,,01/06/2025,59m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908820"", ""Layout"": ""5+1"", ""Plot space"": ""733m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,741/ m2"", ""Užitná plocha"": ""166m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""Very good"", ""Total floors"": ""2"", """": ""Garage""}",True,908820.0,"€1,741/ m2",,Very good,,03/06/2025,166m²,5+1,,733m²,,Over 50 years,2.0
"{""Listing ID"": ""908821"", ""Plot space"": ""1,315m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""270m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,667/ m2"", """": ""MHD 2 minutes on foot""}",True,908821.0,"€5,667/ m2",,Very good,,,270m²,,D - Less economical,"1,315m²",,Over 50 years,2.0
"{""Listing ID"": ""908822"", ""Layout"": ""3+kk"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€4,719/ m2"", ""Užitná plocha"": ""89m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,908822.0,"€4,719/ m2",1. podlaží,After reconstruction,,,89m²,3+kk,,,,Over 50 years,
"{""Listing ID"": ""908823"", ""Layout"": ""3+1"", ""Floor"": ""1. podlaží z 5"", ""Price per unit"": ""€5,146/ m2"", ""Užitná plocha"": ""68m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,908823.0,"€5,146/ m2",1. podlaží z 5,Good,,,68m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""886581"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""56m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/12/2024"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 393/ m2"", """": ""MHD 2 minutes on foot""}",True,886581.0,CZK 393/ m2,2. podlaží,Very good,The quiet part,02/12/2024,56m²,3+1,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886663"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""44m²"", ""Location"": ""The quiet part"", ""Available from"": ""12/03/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 409/ m2"", """": ""MHD 1 minute on foot""}",True,886663.0,CZK 409/ m2,2. podlaží,Very good,The quiet part,12/03/2025,44m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886666"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""69m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/05/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 245/ m2"", """": ""MHD 2 minutes on foot""}",True,886666.0,CZK 245/ m2,3. podlaží,Good,The quiet part,02/05/2025,69m²,3+1,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886684"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""58m²"", ""Location"": ""The quiet part"", ""Available from"": ""04/03/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 310/ m2"", """": ""MHD 4 minutes on foot""}",True,886684.0,CZK 310/ m2,3. podlaží,Very good,The quiet part,04/03/2025,58m²,2 bedroom,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886686"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""78m²"", ""Location"": ""The quiet part"", ""Available from"": ""03/03/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 288/ m2"", """": ""Garage""}",True,886686.0,CZK 288/ m2,2. podlaží,New-build,The quiet part,03/03/2025,78m²,3+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886981"", ""Layout"": ""2 bedroom"", ""Available from"": ""02/06/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 355/ m2"", ""Užitná plocha"": ""45m²"", ""Location"": ""The quiet part"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 3 minutes on foot""}",True,886981.0,CZK 355/ m2,4. podlaží,Good,The quiet part,02/06/2025,45m²,2 bedroom,G - Extremely uneconomical,,,,
"{""Listing ID"": ""896796"", ""Layout"": ""2+kk"", ""Available from"": ""01/07/2025"", ""Floor"": ""6. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 386/ m2"", ""Užitná plocha"": ""44m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,896796.0,CZK 386/ m2,6. podlaží,Very good,,01/07/2025,44m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""898814"", ""Layout"": ""2+kk"", ""Available from"": ""17/04/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 412/ m2"", ""Užitná plocha"": ""51m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 3 minutes on foot""}",True,898814.0,CZK 412/ m2,1. podlaží,New-build,,17/04/2025,51m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""869629"", ""Plot space"": ""1,192m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 5 minutes by car""}",True,869629.0,CZK 34/ m2,,Very good,The quiet part,,,,,"1,192m²",Meadow,,
"{""Listing ID"": ""869630"", ""Plot space"": ""8,967m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 30/ m2"", """": ""MHD 3 minutes by car""}",True,869630.0,CZK 30/ m2,,Very good,The quiet part,,,,,"8,967m²",Field,,
"{""Listing ID"": ""876301"", ""Plot space"": ""15,301m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 88/ m2"", """": ""MHD 1 minute by car""}",True,876301.0,CZK 88/ m2,,Very good,Solitude,,,,,"15,301m²",Field,,
"{""Listing ID"": ""876302"", ""Plot space"": ""12,454m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 80/ m2"", """": ""MHD 4 minutes by car""}",True,876302.0,CZK 80/ m2,,Very good,Solitude,,,,,"12,454m²",Field,,
"{""Listing ID"": ""876303"", ""Plot space"": ""11,783m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 89/ m2"", """": ""MHD 4 minutes on foot""}",True,876303.0,CZK 89/ m2,,Very good,Solitude,,,,,"11,783m²",Field,,
"{""Listing ID"": ""876327"", ""Plot space"": ""2,734m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 5 minutes by car""}",True,876327.0,CZK 40/ m2,,Very good,Solitude,,,,,"2,734m²",Field,,
"{""Listing ID"": ""882482"", ""Plot space"": ""1,580m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 4 minutes by car""}",True,882482.0,CZK 44/ m2,,Very good,Solitude,,,,,"1,580m²",Field,,
